nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;67.18;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;80.5;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;71.98;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;73.64;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;69.38;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;72.25;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;68.69;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;66.97;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;77.48;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;74.83;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;79.87;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;61.63;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2014;Tahun;70.31;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;32.93;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;24.82;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;32.89;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;24.48;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.11;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;16.87;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;28.14;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;18.67;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;12.22;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;17.4;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.52;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;19.27;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.48;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;49.08;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;21.84;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;19.61;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;23.59;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;26.73;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;26.22;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;23.18;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.31;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.36;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;27.34;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;-;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;20.91;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;25.05;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;30.23;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;28.78;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;27.94;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;21.53;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;36.44;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;30.85;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;29.66;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.48;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2014;Tahun;22.82;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.9;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.35;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.44;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.79;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.55;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.53;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.65;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.62;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.22;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.34;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.56;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.57;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.56;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.89;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.45;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.41;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.41;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.48;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.13;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.27;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.54;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.43;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.63;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.39;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.33;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.02;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.03;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.3;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98.69;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;98;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.38;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.08;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;96.74;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;81.04;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2015;Tahun;99.09;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;97.71;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.34;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;95.98;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;94.48;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;95.06;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;93.52;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.83;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;94.24;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;91.82;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;98.67;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;97.19;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;93.19;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;95.3;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;99.68;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.53;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;95.29;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;97.41;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;97.44;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;94.39;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;91.91;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;93.13;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;91.91;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;97.92;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;93.55;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;94.59;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;91.8;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;92.66;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;93.67;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;90.75;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;89.84;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.44;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.68;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;96.58;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;78.14;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2015;Tahun;94.72;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;81.43;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;76.23;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;82.53;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;75.57;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;70.75;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;68.4;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;78.16;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;69.04;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;66.17;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;81.84;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;70.73;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;65.72;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;67.66;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;86.78;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;70.44;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;66.73;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;81.69;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;75.86;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;74.25;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;66.83;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;66;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;67.49;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;80.68;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;74.41;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;72.22;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;73.8;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;69.66;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;72.42;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;69.03;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;67.14;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;77.87;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;75.16;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;79.99;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;61.96;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2015;Tahun;70.61;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;33.07;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;25.16;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;33.13;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;24.85;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;22.22;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;17;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;28.37;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;18.81;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;12.73;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;17.69;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;22.71;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;19.4;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;20.57;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;49.17;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;21.95;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;19.68;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;23.75;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;26.84;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;26.54;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;23.32;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;22.47;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;20.53;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;27.55;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;17.87;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;21.31;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;25.13;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;30.64;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;28.89;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;28.38;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;21.97;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;36.6;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;31.25;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;29.96;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;22.55;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2015;Tahun;22.95;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.82;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.42;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.43;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.87;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.57;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.61;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.7;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.63;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.25;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.33;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.61;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.54;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.58;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.84;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.46;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.43;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.35;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.42;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.24;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.39;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.49;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.48;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.54;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.45;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.36;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.12;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.28;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.71;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;98.08;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.39;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.14;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;96.85;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;81.11;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2016;Tahun;99.09;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;97.89;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;96.48;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;96.17;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;94.62;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;95.35;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;93.68;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;96.96;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;94.32;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;92.03;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;98.78;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;97.47;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;93.41;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;95.41;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;99.62;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;96.69;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;95.59;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;97.55;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;97.6;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;94.6;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;92.12;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;93.25;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;92.21;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;98.18;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;93.79;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;94.89;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;92.08;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;92.85;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;93.94;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;91.01;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;89.93;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2016;Tahun;96.6;MALUKU
