nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.7;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;99.2;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.77;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.15;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.79;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;99.72;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.02;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.79;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.92;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.72;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.95;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.84;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;93.87;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.43;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;98.89;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;96.38;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;92.74;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;93.13;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;94.29;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;91.38;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;89.95;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.05;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.47;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;97.08;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;80;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2018;Tahun;95.36;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;82.92;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;77.41;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;83.08;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;77.27;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.94;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;69.65;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;79.33;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.83;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;67.11;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;83.78;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.81;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;67.17;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;69.02;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;88.39;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;72.18;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.35;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;82.35;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;76.89;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;74.83;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.35;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;66.95;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.66;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;81.55;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;75.62;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;73.67;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;75.05;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.81;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;73.47;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;70.75;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;68.69;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;79.12;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;76.36;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;80.81;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;63.48;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2018;Tahun;71.99;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;32.59;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;25.31;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;33.87;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.19;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;22.16;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;17.15;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;29.15;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;20.6;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;15.99;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;18.24;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.41;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.96;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.92;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;51.69;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;22.86;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;20.42;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.24;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;25.74;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;28.27;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.86;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.27;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.82;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;29.84;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.04;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;21.45;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;27.15;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;33.72;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.01;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.58;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.1;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;37.82;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;31.36;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;30.84;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;23.37;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2018;Tahun;24.4;INDONESIA
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.747489262056;ACEH
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.40744518148;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.523832661557;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.361853904128;RIAU
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.700207610066;JAMBI
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.708606380581;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.774130318489;BENGKULU
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.796292621101;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.756538477908;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.476741030776;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.632977978536;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.527019331224;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.769094427069;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.897934631724;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.654295122901;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.438605002888;BANTEN
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.736428080111;BALI
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.455758988961;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.470861854659;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.521475280289;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.661906247569;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.534088662439;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.67575747018;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.821488543494;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.388926972444;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.401136218737;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.234429257278;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.134411278406;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.963505427471;GORONTALO
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.336126437598;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.610536007531;MALUKU
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;98.966176673494;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;97.683944408735;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;82.670982620521;PAPUA
Angka Partisipasi Sekolah ( A P S );7-12;2019;Tahun;99.235718803157;INDONESIA
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;98.518358425226;ACEH
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.885554297152;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.230914954594;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;95.369498206634;RIAU
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.417220808869;JAMBI
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;94.5091225007;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;97.17524839374;BENGKULU
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;94.885403043373;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;92.870671839648;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;98.501643906319;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;98.331855992068;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;94.179107334333;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.11265525187;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;99.559132174421;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;97.433803632093;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;95.7914799343;BANTEN
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;97.722654109067;BALI
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;97.917448003744;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;95.114672538522;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;92.851954782126;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;94.08974682199;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;92.82906020921;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;98.833983448875;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.495416305921;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;95.177298399103;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;93.007018412052;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;93.218315180546;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;94.777587984916;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;91.644520315067;GORONTALO
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;89.922379484694;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;97.287031164718;MALUKU
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.969649872422;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;96.575832626336;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;80.125281717128;PAPUA
Angka Partisipasi Sekolah ( A P S );13-15;2019;Tahun;95.512527538404;INDONESIA
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;83.260443100181;ACEH
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;77.666851848011;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;83.633525759928;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;77.287532300415;RIAU
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;71.967124567406;JAMBI
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;70.291266403059;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;79.388830375467;BENGKULU
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;71.04751712067;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;67.790007114041;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;84.040068038344;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;72.007083069395;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;67.292872795277;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;69.651420641287;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;88.966638032831;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;72.741393284203;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;68.719994160502;BANTEN
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;82.833015508588;BALI
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;77.513301511149;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;75.362210133652;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;68.374096277772;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;66.953518191162;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;69.191686478133;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;81.808173807409;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;76.062689855073;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;74.036242757973;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;75.725733286448;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;70.852778809318;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;74.033614476719;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;71.435900827354;GORONTALO
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;69.306220344902;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;79.646348168738;MALUKU
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;76.412695536422;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;81.492685214181;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;63.498435935696;PAPUA
Angka Partisipasi Sekolah ( A P S );16-18;2019;Tahun;72.358188364317;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;32.539884263713;ACEH
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;25.749838805863;""SUMATERA UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;35.664870400012;""SUMATERA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;28.158404433343;RIAU
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;23.315773057812;JAMBI
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;18.065916652501;""SUMATERA SELATAN"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;30.708376621061;BENGKULU
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;20.694768250044;LAMPUNG
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;17.005866693531;""KEP. BANGKA BELITUNG"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;18.975868223464;""KEP. RIAU"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;24.521578741302;""DKI JAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;22.710880470549;""JAWA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;22.413023468493;""JAWA TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;51.853941849739;""DI YOGYAKARTA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;24.803528093643;""JAWA TIMUR"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;21.430780091889;BANTEN
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;27.864895398513;BALI
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;25.589237380052;""NUSA TENGGARA BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;29.266906586096;""NUSA TENGGARA TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;23.690305827417;""KALIMANTAN BARAT"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;23.981699948574;""KALIMANTAN TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;24.342832397477;""KALIMANTAN SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;29.887473398837;""KALIMANTAN TIMUR"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;23.113229595394;""KALIMANTAN UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;22.549206745299;""SULAWESI UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;27.394016632743;""SULAWESI TENGAH"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;34.441282843068;""SULAWESI SELATAN"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;31.269935000516;""SULAWESI TENGGARA"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;30.965554153385;GORONTALO
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;23.638327359961;""SULAWESI BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;38.57931230147;MALUKU
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;31.232309871373;""MALUKU UTARA"""
"Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;31.476599698978;""PAPUA BARAT"""
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;22.912638443325;PAPUA
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;25.209832165788;INDONESIA
Angka Partisipasi Sekolah ( A P S );19-24;2019;Tahun;25.209832165788;INDONESIA
